cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
tip cells,,human,false,ESM1,explicit,Fig.3e,"Relative to other endothelial cells, abCaps have increased expression of tip cell hallmarks ESM1, ANGPT2, APLN, MCAM, COTL1.",pending,
tip cells,,human,false,MCAM,explicit,Fig.3e,"Relative to other endothelial cells, abCaps have increased expression of tip cell hallmarks ESM1, ANGPT2, APLN, MCAM, COTL1.",pending,
aCaps,,human,false,APLN,implied,Results: Endothelial analysis,"This aberrant capillary cell-state (abCap) expresses some aCap-associated genes, e.g. APLN, EMCN, S100A4.",pending,
aCaps,,human,false,EMCN,implied,Results: Endothelial analysis,"This aberrant capillary cell-state (abCap) expresses some aCap-associated genes, e.g. APLN, EMCN, S100A4.",pending,
aCaps,,human,false,S100A4,implied,Results: Endothelial analysis,"This aberrant capillary cell-state (abCap) expresses some aCap-associated genes, e.g. APLN, EMCN, S100A4.",pending,
abCaps,,human,false,CCN1,implied,Results: Endothelial analysis,"In addition to the YAP/TAZ signaling target ANKRD1, this population expresses relatively high levels of other YAP targets CCN1 (CYR61), CCN2 (CTGF), SERPINE1, and CRIM1.",pending,
abCaps,,human,false,CCN2,implied,Results: Endothelial analysis,"In addition to the YAP/TAZ signaling target ANKRD1, this population expresses relatively high levels of other YAP targets CCN1 (CYR61), CCN2 (CTGF), SERPINE1, and CRIM1.",pending,
abCaps,,human,false,CRIM1,implied,Results: Endothelial analysis,"In addition to the YAP/TAZ signaling target ANKRD1, this population expresses relatively high levels of other YAP targets CCN1 (CYR61), CCN2 (CTGF), SERPINE1, and CRIM1.",pending,
abCaps,,human,false,SERPINE1,implied,Results: Endothelial analysis,"In addition to the YAP/TAZ signaling target ANKRD1, this population expresses relatively high levels of other YAP targets CCN1 (CYR61), CCN2 (CTGF), SERPINE1, and CRIM1.",pending,
gCaps,,human,false,EDN1,implied,Results: Endothelial analysis,"Similarly, abCaps express some genes associated with gCaps, e.g., PTPRB and EDN1.",pending,
gCaps,,human,false,PTPRB,implied,Results: Endothelial analysis,"Similarly, abCaps express some genes associated with gCaps, e.g., PTPRB and EDN1.",pending,
