cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Alveolar fibroblasts,,human,false,WNT2,explicit,Results: Developmental trajectories of mesenchymal cells,"alveolar ( WNT2+,FGFR4+)",pending,
Basal cells,,human,false,F3,explicit,Results: Other airway cells,"Basal cells ( TP63+,F3+)",pending,
Basal cells,,human,false,TP63,explicit,Results: Other airway cells,"Basal cells ( TP63+,F3+)",pending,
Chondrocytes,,human,false,ASPN,explicit,Fig.4D,ASPN+chondrocytes on 17 and 20 pcw lung sections,pending,
Ciliated cells,,human,false,ALOX15,explicit,Results: Other airway cells,"ciliated cells ( FOXJ1+,ALOX15+)",pending,
Ciliated cells,,human,false,FOXJ1,explicit,Results: Other airway cells,"ciliated cells ( FOXJ1+,ALOX15+)",pending,
Club cells,,human,false,SCGB1A1,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"Club cells (SCGB3A2+,SCGB1A1+,SCGB3A1-,SPDEF-,MUC16-)",pending,
Club cells,,human,false,SCGB3A2,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"Club cells (SCGB3A2+,SCGB1A1+,SCGB3A1-,SPDEF-,MUC16-)",pending,
DKK2+ arterial ECs,,human,false,DKK2,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"GRIA2+and arterial ECs (DKK2+,SSUH2+)",pending,
DKK2+ arterial ECs,,human,false,SSUH2,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"GRIA2+and arterial ECs (DKK2+,SSUH2+)",pending,
Deuterosomal cells,,human,false,CDC20B,explicit,Results: Other airway cells,"Rarer deuterosomal cells ( FOXJ1+,CDC20B+)",pending,
Deuterosomal cells,,human,false,FOXJ1,explicit,Results: Other airway cells,"Rarer deuterosomal cells ( FOXJ1+,CDC20B+)",pending,
Early fibroblasts,,human,false,SFRP2,explicit,Results: Developmental trajectories of mesenchymal cells,"early fibroblasts ( SFRP2+,WNT2+)",pending,
Early fibroblasts,,human,false,WNT2,explicit,Results: Developmental trajectories of mesenchymal cells,"early fibroblasts ( SFRP2+,WNT2+)",pending,
Fetal AT1 cells,,human,false,MMP28,explicit,Fig.3I,fetal AT1 SFTPC-/MMP28+/SPOCK2+,pending,
Fetal AT1 cells,,human,false,SPOCK2,explicit,Results: Late epithelial tip cells acquire alveolar identity prior to alveolar differentiation,"AT1 cells ( SPOCK2+,SFTPC-) were interspersed with AT2 cells",pending,
Fetal AT2 cells,,human,false,ETV5,explicit,Results: Late epithelial tip cells acquire alveolar identity prior to alveolar differentiation,"AT2 cells ( SOX9-,SFTPC+,NASPA+,ETV5+)",pending,
Fetal AT2 cells,,human,false,NASPA,explicit,Results: Late epithelial tip cells acquire alveolar identity prior to alveolar differentiation,"AT2 cells ( SOX9-,SFTPC+,NASPA+,ETV5+)",pending,
Fetal AT2 cells,,human,false,SFTPA,explicit,Results: Late epithelial tip cells acquire alveolar identity prior to alveolar differentiation,By 15 pcw the AT2 markers SFTPC andSFTPA were detected readily in late-tip cells,pending,
Fetal AT2 cells,,human,false,SFTPC,explicit,Results: Late epithelial tip cells acquire alveolar identity prior to alveolar differentiation,"AT2 cells ( SOX9-,SFTPC+,NASPA+,ETV5+)",pending,
GHRL+ NE cells,,human,false,CHGA,explicit,Results: Transcriptional control of neuroendocrine cell subtype formation,"they were both observed along a maturation trajectory and shared classical NE markers ( CHGA , SYP)",pending,
GHRL+ NE cells,,human,false,GHRL,explicit,Results: Two subtypes of neuroendocrine cells are present in the developing airways,"GHRL+NE cells ( TTR+,GHRL+)",pending,
GHRL+ NE cells,,human,false,SYP,explicit,Results: Transcriptional control of neuroendocrine cell subtype formation,"they were both observed along a maturation trajectory and shared classical NE markers ( CHGA , SYP)",pending,
GHRL+ NE cells,,human,false,TTR,explicit,Results: Two subtypes of neuroendocrine cells are present in the developing airways,"GHRL+NE cells ( TTR+,GHRL+)",pending,
GRIA2+ arterial ECs,,human,false,GJA5,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"GRIA2+arterial ( GRIA2+,GJA5+)",pending,
GRIA2+ arterial ECs,,human,false,GRIA2,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"GRIA2+arterial ( GRIA2+,GJA5+)",pending,
HMOX1+ erythroblasts,,human,false,HMOX1,explicit,Results: Hematopoietic cell types in the developing lung,"embryonic erythrocytes, HMOX1+erythroblasts, and a small number of macrophages",pending,
Intermediate NE cells,,human,false,CHGA,explicit,Results: Transcriptional control of neuroendocrine cell subtype formation,"they were both observed along a maturation trajectory and shared classical NE markers ( CHGA , SYP)",pending,
Intermediate NE cells,,human,false,NEUROG3,explicit,Results: Transcriptional control of neuroendocrine cell subtype formation,"A third NE population (intermediate NE) clustered between pulmonary and GHRL+NE cells with intermediate gene expression, although it did contain a small number of cells expressing the unique marker NEUROG3.",pending,
Intermediate NE cells,,human,false,SYP,explicit,Results: Transcriptional control of neuroendocrine cell subtype formation,"they were both observed along a maturation trajectory and shared classical NE markers ( CHGA , SYP)",pending,
Late tip cells,,human,false,SFTPA,explicit,Results: Late epithelial tip cells acquire alveolar identity prior to alveolar differentiation,By 15 pcw the AT2 markers SFTPC andSFTPA were detected readily in late-tip cells,pending,
Late tip cells,,human,false,SFTPC,explicit,Results: Late epithelial tip cells acquire alveolar identity prior to alveolar differentiation,By 15 pcw the AT2 markers SFTPC andSFTPA were detected readily in late-tip cells,pending,
Late tip cells,,human,false,SOX9,explicit,Results: Late epithelial tip cells acquire alveolar identity prior to alveolar differentiation,"late-tip cells ( SOX9+,TPPP3+,SFTPC+) were clearly visualized in the tissue",pending,
Late tip cells,,human,false,TPPP3,explicit,Results: Late epithelial tip cells acquire alveolar identity prior to alveolar differentiation,"late-tip cells ( SOX9+,TPPP3+,SFTPC+) were clearly visualized in the tissue",pending,
Lymphatic ECs,,human,false,PROX1,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"lymphatic ECs ( PROX1+,STAB1+, and UCP2LO)",pending,
Lymphatic ECs,,human,false,STAB1,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"lymphatic ECs ( PROX1+,STAB1+, and UCP2LO)",pending,
MUC16+ ciliated cells,,human,false,DNAH,explicit,Results: Other airway cells,"MUC16+ciliated cells ( FOXJ1+,DNAH+,MUC16LO)",pending,
MUC16+ ciliated cells,,human,false,FOXJ1,explicit,Results: Other airway cells,"MUC16+ciliated cells ( FOXJ1+,DNAH+,MUC16LO)",pending,
MUC16+ ciliated cells,,human,false,MUC16,explicit,Results: Other airway cells,"MUC16+ciliated cells ( FOXJ1+,DNAH+,MUC16LO)",pending,
MUC5AC+ ASCL1+ cells,,human,false,ASCL1,explicit,Results: Other airway cells,"a small population of MUC5AC+,ASCL1+cells in 9–11 pcw lungs",pending,
MUC5AC+ ASCL1+ cells,,human,false,MUC5AC,explicit,Results: Other airway cells,"a small population of MUC5AC+,ASCL1+cells in 9–11 pcw lungs",pending,
Mid fibroblasts,,human,false,FGFR4,explicit,Results: Developmental trajectories of mesenchymal cells,"mid fibroblasts ( WNT2+,FGFR4LO)",pending,
Mid fibroblasts,,human,false,WNT2,explicit,Results: Developmental trajectories of mesenchymal cells,"mid fibroblasts ( WNT2+,FGFR4LO)",pending,
Myofibroblast 1,,human,false,CT45A3,explicit,Results: Developmental trajectories of mesenchymal cells,"Myofibroblast 1 ( CXCL14+,KCNK17+,CT45A3+, and THBDLO)",pending,
Myofibroblast 1,,human,false,CXCL14,explicit,Results: Developmental trajectories of mesenchymal cells,"Myofibroblast 1 ( CXCL14+,KCNK17+,CT45A3+, and THBDLO)",pending,
Myofibroblast 1,,human,false,KCNK17,explicit,Results: Developmental trajectories of mesenchymal cells,"Myofibroblast 1 ( CXCL14+,KCNK17+,CT45A3+, and THBDLO)",pending,
Myofibroblast 1,,human,false,THBD,explicit,Results: Developmental trajectories of mesenchymal cells,"Myofibroblast 1 ( CXCL14+,KCNK17+,CT45A3+, and THBDLO)",pending,
Myofibroblast 2,,human,false,CT45A3,explicit,Results: Developmental trajectories of mesenchymal cells,"Myofibroblast 2 ( CXCL14+,KCNK17+,CT45A3+, and THBDHI)",pending,
Myofibroblast 2,,human,false,CXCL14,explicit,Results: Developmental trajectories of mesenchymal cells,"Myofibroblast 2 ( CXCL14+,KCNK17+,CT45A3+, and THBDHI)",pending,
Myofibroblast 2,,human,false,KCNK17,explicit,Results: Developmental trajectories of mesenchymal cells,"Myofibroblast 2 ( CXCL14+,KCNK17+,CT45A3+, and THBDHI)",pending,
Myofibroblast 2,,human,false,NOTUM,explicit,Results: Developmental trajectories of mesenchymal cells,"myofibroblast 2 (PDGFRA+, THBDHI, and NOTUM+)",pending,
Myofibroblast 2,,human,false,PDGFRA,explicit,Results: Developmental trajectories of mesenchymal cells,"myofibroblast 2 (PDGFRA+, THBDHI, and NOTUM+)",pending,
Myofibroblast 2,,human,false,THBD,explicit,Results: Developmental trajectories of mesenchymal cells,"Myofibroblast 2 ( CXCL14+,KCNK17+,CT45A3+, and THBDHI)",pending,
Myofibroblast 3,,human,false,CXCL14,explicit,Results: Developmental trajectories of mesenchymal cells,"Myofibroblast 3 ( CXCL14+,KCNK17+,CT45A3-, and THBD-)",pending,
Myofibroblast 3,,human,false,KCNK17,explicit,Results: Developmental trajectories of mesenchymal cells,"Myofibroblast 3 ( CXCL14+,KCNK17+,CT45A3-, and THBD-)",pending,
OMD+ ECs,,human,false,DKK2,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"The OMD+ECs ( GJA5+,DKK2+,PTGIS+, and OMD+)",pending,
OMD+ ECs,,human,false,GJA5,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"The OMD+ECs ( GJA5+,DKK2+,PTGIS+, and OMD+)",pending,
OMD+ ECs,,human,false,OMD,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"The OMD+ECs ( GJA5+,DKK2+,PTGIS+, and OMD+)",pending,
OMD+ ECs,,human,false,PTGIS,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"The OMD+ECs ( GJA5+,DKK2+,PTGIS+, and OMD+)",pending,
Pericytes,,human,false,FAM162B,explicit,Results: Developmental trajectories of mesenchymal cells,Pericytes ( FAM162B+),pending,
Proximal secretory 1,,human,false,SCGB3A1,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"Proximal secretory 1 ( SCGB1A1LO,SCGB3A2+,SCGB3A1+)",pending,
Proximal secretory 1,,human,false,SCGB3A2,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"Proximal secretory 1 ( SCGB1A1LO,SCGB3A2+,SCGB3A1+)",pending,
Proximal secretory 2,,human,false,SCGB1A1,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"Proximal secretory 2 ( SCGB1A1+,SCGB3A2+,SCGB3A1+)",pending,
Proximal secretory 2,,human,false,SCGB3A1,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"Proximal secretory 2 ( SCGB1A1+,SCGB3A2+,SCGB3A1+)",pending,
Proximal secretory 2,,human,false,SCGB3A2,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"Proximal secretory 2 ( SCGB1A1+,SCGB3A2+,SCGB3A1+)",pending,
Proximal secretory 3,,human,false,CYP2F1,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"proximal secretory 3 ( SCGB1A1+,SCGB3A2LO/-,SCGB3A1+) was detected from 15 pcw and was SPDEF-, but CYP2F1+,MUC4+, and KRT4+",pending,
Proximal secretory 3,,human,false,KRT4,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"proximal secretory 3 ( SCGB1A1+,SCGB3A2LO/-,SCGB3A1+) was detected from 15 pcw and was SPDEF-, but CYP2F1+,MUC4+, and KRT4+",pending,
Proximal secretory 3,,human,false,MUC4,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"proximal secretory 3 ( SCGB1A1+,SCGB3A2LO/-,SCGB3A1+) was detected from 15 pcw and was SPDEF-, but CYP2F1+,MUC4+, and KRT4+",pending,
Proximal secretory 3,,human,false,SCGB1A1,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"proximal secretory 3 ( SCGB1A1+,SCGB3A2LO/-,SCGB3A1+) was detected from 15 pcw and was SPDEF-, but CYP2F1+,MUC4+, and KRT4+",pending,
Proximal secretory 3,,human,false,SCGB3A1,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"proximal secretory 3 ( SCGB1A1+,SCGB3A2LO/-,SCGB3A1+) was detected from 15 pcw and was SPDEF-, but CYP2F1+,MUC4+, and KRT4+",pending,
Proximal secretory progenitors,,human,false,CYTL1,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"proximal secretory progenitors ( SCGB3A2+,SCGB1A1-,SCGB3A1-/LO,CYTL1+)",pending,
Proximal secretory progenitors,,human,false,SCGB3A2,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"proximal secretory progenitors ( SCGB3A2+,SCGB1A1-,SCGB3A1-/LO,CYTL1+)",pending,
Pulmonary NE cells,,human,false,CHGA,explicit,Results: Transcriptional control of neuroendocrine cell subtype formation,"they were both observed along a maturation trajectory and shared classical NE markers ( CHGA , SYP)",pending,
Pulmonary NE cells,,human,false,GRP,explicit,Results: Two subtypes of neuroendocrine cells are present in the developing airways,"classical pulmonary NE cells ( GRP+) and GHRL+NE cells ( TTR+,GHRL+)",pending,
Pulmonary NE cells,,human,false,SYP,explicit,Results: Transcriptional control of neuroendocrine cell subtype formation,"they were both observed along a maturation trajectory and shared classical NE markers ( CHGA , SYP)",pending,
Putative ionocytes,,human,false,FOXI1,explicit,Results: Other airway cells,putative ionocytes ( FOXI1+; 4/4 lungs),pending,
Putative tuft cells,,human,false,POU2F3,explicit,Results: Other airway cells,putative tuft cells (POU2F3+; 2/4 lungs),pending,
SCG3+ lymphatic ECs,,human,false,PROX1,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"SCG3+lymphatic ECs ( PROX1+,SCG3+)",pending,
SCG3+ lymphatic ECs,,human,false,SCG3,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"SCG3+lymphatic ECs ( PROX1+,SCG3+)",pending,
Stalk cells,,human,false,AGER,explicit,Results: Predicted airway epithelial differentiation trajectories,"Stalk cells lose some tip markers, including FOXP2 and SOX9, and gain a small number of genes, including PDPN and AGER.",pending,
Stalk cells,,human,false,PDPN,explicit,Results: Predicted airway epithelial differentiation trajectories,"Stalk cells lose some tip markers, including FOXP2 and SOX9, and gain a small number of genes, including PDPN and AGER.",pending,
Submucosal gland (SMG) secretory cells,,human,false,LTF,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"Submucosal gland (SMG) secretory cells ( LTF+,SCGB3A1+,SPDEF+)",pending,
Submucosal gland (SMG) secretory cells,,human,false,SCGB3A1,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"Submucosal gland (SMG) secretory cells ( LTF+,SCGB3A1+,SPDEF+)",pending,
Submucosal gland (SMG) secretory cells,,human,false,SPDEF,explicit,Results: Multiple secretory cell subtypes in the proximal cartilaginous airways,"Submucosal gland (SMG) secretory cells ( LTF+,SCGB3A1+,SPDEF+)",pending,
Tip cells,,human,false,ETV5,explicit,Results: Late epithelial tip cells acquire alveolar identity prior to alveolar differentiation,"Tip cells express a core set of tip-specific markers (SOX9+, ETV5+, TESC+, TPPP3+, and STC1+) at all stages sampled",pending,
Tip cells,,human,false,SOX9,explicit,Results: Late epithelial tip cells acquire alveolar identity prior to alveolar differentiation,"Tip cells express a core set of tip-specific markers (SOX9+, ETV5+, TESC+, TPPP3+, and STC1+) at all stages sampled",pending,
Tip cells,,human,false,STC1,explicit,Results: Late epithelial tip cells acquire alveolar identity prior to alveolar differentiation,"Tip cells express a core set of tip-specific markers (SOX9+, ETV5+, TESC+, TPPP3+, and STC1+) at all stages sampled",pending,
Tip cells,,human,false,TESC,explicit,Results: Late epithelial tip cells acquire alveolar identity prior to alveolar differentiation,"Tip cells express a core set of tip-specific markers (SOX9+, ETV5+, TESC+, TPPP3+, and STC1+) at all stages sampled",pending,
Tip cells,,human,false,TPPP3,explicit,Results: Late epithelial tip cells acquire alveolar identity prior to alveolar differentiation,"Tip cells express a core set of tip-specific markers (SOX9+, ETV5+, TESC+, TPPP3+, and STC1+) at all stages sampled",pending,
Venous ECs,,human,false,ACKR3,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"venous ECs ( PVLAP+,ACKR3+, and HDAC9+)",pending,
Venous ECs,,human,false,HDAC9,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"venous ECs ( PVLAP+,ACKR3+, and HDAC9+)",pending,
Venous ECs,,human,false,PVLAP,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"venous ECs ( PVLAP+,ACKR3+, and HDAC9+)",pending,
airway cell,SCGB3A2+ distal/proximal,human,false,SCGB3A2,explicit,STAR Methods,Isolation and airway differentiation of SCGB3A2+ distal and proximal airway cells,pending,
earlyCap cells,,human,false,CD24,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"capillary (earlyCap: THY1+,CD24+)",pending,
earlyCap cells,,human,false,THY1,explicit,Results: Lung endothelial cells exhibit early specialization into arterial and venous identities,"capillary (earlyCap: THY1+,CD24+)",pending,
multipotent progenitors,,human,false,ID2,explicit,Introduction,"The bud tip epithelium comprises SOX9+, ID2+ multipotent progenitors that self-renew during branching.",pending,
multipotent progenitors,,human,false,SOX9,explicit,Introduction,"The bud tip epithelium comprises SOX9+, ID2+ multipotent progenitors that self-renew during branching.",pending,
neuroendocrine cell,GHRL+,human,false,GHRL,explicit,Discussion,We find that GHRL+ NE cells are transcriptionally similar to the NEUROD1+ N subtype of SCLC (Figure 7).,pending,
vSMC1,,human,false,NTN4,explicit,Results: Developmental trajectories of mesenchymal cells,"vSMC1 ( NTRK3+,NTN4+, and PLN-)",pending,
vSMC1,,human,false,NTRK3,explicit,Results: Developmental trajectories of mesenchymal cells,"vSMC1 ( NTRK3+,NTN4+, and PLN-)",pending,
vSMC2,,human,false,NTN4,explicit,Results: Developmental trajectories of mesenchymal cells,"vSMC2 ( NTRK3+,NTN4+, and PLN+)",pending,
vSMC2,,human,false,NTRK3,explicit,Results: Developmental trajectories of mesenchymal cells,"vSMC2 ( NTRK3+,NTN4+, and PLN+)",pending,
vSMC2,,human,false,PLN,explicit,Results: Developmental trajectories of mesenchymal cells,"vSMC2 ( NTRK3+,NTN4+, and PLN+)",pending,
Adventitial fibroblasts,,human,false,SERPINF1,implied,Results: Developmental trajectories of mesenchymal cells,"Adventitial and alveolar fibroblasts expressed shared and unique genes (adventitial: SERPINF1, SFRP2, and PI16; alveolar: FGFR4, VEGFD)",pending,
Alveolar fibroblasts,,human,false,VEGFD,implied,Results: Developmental trajectories of mesenchymal cells,"Adventitial and alveolar fibroblasts expressed shared and unique genes (adventitial: SERPINF1, SFRP2, and PI16; alveolar: FGFR4, VEGFD)",pending,
Myofibroblast 3,,human,false,BMPER,implied,Results: Developmental trajectories of mesenchymal cells,"myofibroblast 3 has higher expression of genes associated with ECM organization and a variety of signaling molecules, including C7,RSPO2 , and BMPER",pending,
Myofibroblast 3,,human,false,C7,implied,Results: Developmental trajectories of mesenchymal cells,"myofibroblast 3 has higher expression of genes associated with ECM organization and a variety of signaling molecules, including C7,RSPO2 , and BMPER",pending,
Myofibroblast 3,,human,false,RSPO2,implied,Results: Developmental trajectories of mesenchymal cells,"myofibroblast 3 has higher expression of genes associated with ECM organization and a variety of signaling molecules, including C7,RSPO2 , and BMPER",pending,
alveolar fibroblast,,human,false,WNT2,implied,Discussion,whereas alveolar fibroblasts express high levels of the canonical WNT2 ligand (Figure 4).,pending,
myofibroblast,,human,false,NOTUM,implied,Discussion,"Similarly, we characterize a population of myofibroblasts that contacts the developing epithelial stalk region and expresses high levels of the secreted Wnt-inhibitor, NOTUM (Figure S7O).",pending,
