cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
transitional K,,human,false,FOS,explicit,Fig.4C,"Markers such as FOS, JUN or KRT6A and KRT6B, highly expressed by transitional K and upper HF K, were not included in our ISS gene panel.",pending,
transitional K,,human,false,JUN,explicit,Fig.4C,"Markers such as FOS, JUN or KRT6A and KRT6B, highly expressed by transitional K and upper HF K, were not included in our ISS gene panel.",pending,
transitional K,,human,false,KRT6A,explicit,Fig.4C,"Markers such as FOS, JUN or KRT6A and KRT6B, highly expressed by transitional K and upper HF K, were not included in our ISS gene panel.",pending,
transitional K,,human,false,KRT6B,explicit,Fig.4C,"Markers such as FOS, JUN or KRT6A and KRT6B, highly expressed by transitional K and upper HF K, were not included in our ISS gene panel.",pending,
upper HF K,,human,false,FOS,explicit,Fig.4C,"Markers such as FOS, JUN or KRT6A and KRT6B, highly expressed by transitional K and upper HF K, were not included in our ISS gene panel.",pending,
upper HF K,,human,false,JUN,explicit,Fig.4C,"Markers such as FOS, JUN or KRT6A and KRT6B, highly expressed by transitional K and upper HF K, were not included in our ISS gene panel.",pending,
upper HF K,,human,false,KRT6A,explicit,Fig.4C,"Markers such as FOS, JUN or KRT6A and KRT6B, highly expressed by transitional K and upper HF K, were not included in our ISS gene panel.",pending,
upper HF K,,human,false,KRT6B,explicit,Fig.4C,"Markers such as FOS, JUN or KRT6A and KRT6B, highly expressed by transitional K and upper HF K, were not included in our ISS gene panel.",pending,
cancer-associated fibroblasts,POSTN+ subpopulation,human,false,POSTN,implied,Abstract,cancer-associated fibroblasts are an expansion of a POSTN+ subpopulation associated with hair follicles in healthy skin,pending,
pericytes,,human,false,RGS5,implied,Abstract,RGS5+ pericytes are also expanded in BCC suggesting a role in vascular remodelling,pending,
