cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
S100A12lo CD14+ monocytes,,human,false,CD14,explicit,Development of the myeloid compartment in fetal lungs,"pro-monocyte and monocyte populations (S100A12hi CD14+, S100A12loCD14+ and CD16+)",pending,
S100A12lo CD14+ monocytes,,human,false,S100A12,explicit,Development of the myeloid compartment in fetal lungs,"pro-monocyte and monocyte populations (S100A12hi CD14+, S100A12loCD14+ and CD16+)",pending,
T progenitors,,human,false,PTCRA,explicit,"T, NK and innate lymphoid cells in fetal lungs",a very small cluster of T progenitors (PTCRA+RAG1+RAG2+) that are likely contaminants from the thymus,pending,
T progenitors,,human,false,RAG1,explicit,"T, NK and innate lymphoid cells in fetal lungs",a very small cluster of T progenitors (PTCRA+RAG1+RAG2+) that are likely contaminants from the thymus,pending,
T progenitors,,human,false,RAG2,explicit,"T, NK and innate lymphoid cells in fetal lungs",a very small cluster of T progenitors (PTCRA+RAG1+RAG2+) that are likely contaminants from the thymus,pending,
immature B cells,,human,false,IGHD,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
immature B cells,,human,false,IGHM,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
immature B cells,,human,false,MS4A1,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
immature B cells,,human,false,VPREB3,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
large pre-B cells,,human,false,IL7R,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
large pre-B cells,,human,false,MKI67,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
large pre-B cells,,human,false,MS4A1,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
late pre-B cells,,human,false,IGLL1,explicit,B cell developmental niche in human fetal lungs,"MS4A1+ late pre-B cells that expressed the marker for surrogate light chain, IGLL1",pending,
late pre-B cells,,human,false,MS4A1,explicit,B cell developmental niche in human fetal lungs,"MS4A1+ late pre-B cells that expressed the marker for surrogate light chain, IGLL1",pending,
late pro-B cells,,human,false,NEIL1,explicit,B cell developmental niche in human fetal lungs,NEIL1+MKI67- late pro-B cells,pending,
macrophages,,human,false,CD14,explicit,Development of the myeloid compartment in fetal lungs,whilst the fetal MΦ populations expressed markers (CD14+ CD36+ MRC1+) characteristic of postnatal and adult interstitial macrophages,pending,
macrophages,,human,false,CD206,explicit,Myeloid cells secrete IL-1β in fetal lungs,"CD206, the macrophage mannose receptor, as a marker for macrophages",pending,
macrophages,,human,false,CD36,explicit,Development of the myeloid compartment in fetal lungs,whilst the fetal MΦ populations expressed markers (CD14+ CD36+ MRC1+) characteristic of postnatal and adult interstitial macrophages,pending,
macrophages,,human,false,MRC1,explicit,Development of the myeloid compartment in fetal lungs,whilst the fetal MΦ populations expressed markers (CD14+ CD36+ MRC1+) characteristic of postnatal and adult interstitial macrophages,pending,
mature B cells,,human,false,IGHD,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
mature B cells,,human,false,IGHM,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
mature B cells,,human,false,MS4A1,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
myeloid cells,,human,false,CD68,explicit,Development of the myeloid compartment in fetal lungs,"Most myeloid cells, defined by their expression of CD68, were tissue-resident",pending,
pre-pro-B cells,,human,false,EBF1,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
pre-pro-B cells,,human,false,SPINK2,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
pre-pro-B cells,,human,false,VPREB1,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
pro-B cells,,human,false,DNTT,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
pro-B/pre-B transition cells,,human,false,MS4A1,explicit,B cell developmental niche in human fetal lungs,RAG1+MS4A1+ pro-B/pre-B transition cells,pending,
pro-B/pre-B transition cells,,human,false,RAG1,explicit,B cell developmental niche in human fetal lungs,RAG1+MS4A1+ pro-B/pre-B transition cells,pending,
small pre-B cells,,human,false,IL7R,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
small pre-B cells,,human,false,SPIB,explicit,B cell developmental niche in human fetal lungs,"including LMPP/ELP (CD34+EBF1-), pre-pro-B (EBF1+SPINK2+VPREB1+), pro-B (DNTT+), large pre-B (IL7R+MS4A1+MKI67+), small pre-B (IL7R+SPIB+MKI67-), immature B (MS4A1+IGHDloIGHMhiVPREB3hi) and mature B (MS4A1+IGHDhiIGHMhiVPREB3lo) cells",pending,
