cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
fibroblasts,inflammatory,mouse,false,ST2,explicit,Discussion,"Our in vitro analysis suggested that the expression of PDPN and ST2, two signature genes in the RDEB inflammatory fibroblast subset identified by scRNAseq, could be stimulated by IL-1a, TNF, and IFN-g independently",pending,
fibroblasts,proto-myofibroblasts,mouse,false,Tagln,explicit,Fig.2 / Results (Fibroblast subclustering),"the myofibroblast markers, like Acta2 and Tagln, were largely absent in subcluster 0",pending,
gd T cells,,mouse,false,Tcrg-c1,explicit,Results (Immune cell subclustering),"Clusters 0 and 1 were identified as ab and gd T cells, based on their expression of Trac and Trbc and Tcrg-c1 and Trdv4, respectively.",pending,
gd T cells,,mouse,false,Trdv4,explicit,Results (Immune cell subclustering),"Clusters 0 and 1 were identified as ab and gd T cells, based on their expression of Trac and Trbc and Tcrg-c1 and Trdv4, respectively.",pending,
macrophage/dendritic cells,,mouse,false,Adgre1,explicit,Results (Immune cell subclustering),"these clusters were largely positive for the expression of H2-Ab1, Adgre1, Cd68, Fcrg1, and Itgam. For the scope of this manuscript, we grouped these clusters as macrophages/dendritic cells (Mj/DC)",pending,
macrophage/dendritic cells,,mouse,false,Cd68,explicit,Results (Immune cell subclustering),"these clusters were largely positive for the expression of H2-Ab1, Adgre1, Cd68, Fcrg1, and Itgam. For the scope of this manuscript, we grouped these clusters as macrophages/dendritic cells (Mj/DC)",pending,
macrophage/dendritic cells,,mouse,false,Fcrg1,explicit,Results (Immune cell subclustering),"these clusters were largely positive for the expression of H2-Ab1, Adgre1, Cd68, Fcrg1, and Itgam. For the scope of this manuscript, we grouped these clusters as macrophages/dendritic cells (Mj/DC)",pending,
macrophage/dendritic cells,,mouse,false,H2-Ab1,explicit,Results (Immune cell subclustering),"these clusters were largely positive for the expression of H2-Ab1, Adgre1, Cd68, Fcrg1, and Itgam. For the scope of this manuscript, we grouped these clusters as macrophages/dendritic cells (Mj/DC)",pending,
macrophage/dendritic cells,,mouse,false,Itgam,explicit,Results (Immune cell subclustering),"these clusters were largely positive for the expression of H2-Ab1, Adgre1, Cd68, Fcrg1, and Itgam. For the scope of this manuscript, we grouped these clusters as macrophages/dendritic cells (Mj/DC)",pending,
neutrophils,activated neutrophil subpopulation,mouse,false,Ngp,explicit,Results (Immune cell subclustering),"Clusters 2 and 3 expressed neutrophil markers S100a8, S100a9, and Ngp and thus were identified as neutrophils",pending,
neutrophils,activated neutrophil subpopulation,mouse,false,S100a8,explicit,Results (Immune cell subclustering),"Clusters 2 and 3 expressed neutrophil markers S100a8, S100a9, and Ngp and thus were identified as neutrophils",pending,
neutrophils,activated neutrophil subpopulation,mouse,false,S100a9,explicit,Results (Immune cell subclustering),"Clusters 2 and 3 expressed neutrophil markers S100a8, S100a9, and Ngp and thus were identified as neutrophils",pending,
fibroblasts,inflammatory fibroblasts,mouse,false,C3,implied,Fig.2 / Results (Fibroblast subclustering),"besides their Pdpn and Il1rl1 signature gene expression, subcluster 0 expressed high levels of C3, Saa3, Il11, and Lif",pending,
fibroblasts,inflammatory,mouse,false,C3,implied,Discussion,"Many genes that were upregulated in the RDEB inflammatory fibroblast subset, e.g., Il11, Lif, Vegf, Saa3, Tnc, and C3, are also the signature genes of iCAFs in many cancers.",pending,
fibroblasts,inflammatory fibroblasts,mouse,false,Il11,implied,Fig.2 / Results (Fibroblast subclustering),"besides their Pdpn and Il1rl1 signature gene expression, subcluster 0 expressed high levels of C3, Saa3, Il11, and Lif",pending,
fibroblasts,inflammatory,mouse,false,Il11,implied,Discussion,"Many genes that were upregulated in the RDEB inflammatory fibroblast subset, e.g., Il11, Lif, Vegf, Saa3, Tnc, and C3, are also the signature genes of iCAFs in many cancers.",pending,
fibroblasts,inflammatory fibroblasts,mouse,false,Lif,implied,Fig.2 / Results (Fibroblast subclustering),"besides their Pdpn and Il1rl1 signature gene expression, subcluster 0 expressed high levels of C3, Saa3, Il11, and Lif",pending,
fibroblasts,inflammatory,mouse,false,Lif,implied,Discussion,"Many genes that were upregulated in the RDEB inflammatory fibroblast subset, e.g., Il11, Lif, Vegf, Saa3, Tnc, and C3, are also the signature genes of iCAFs in many cancers.",pending,
fibroblasts,inflammatory fibroblasts,mouse,false,Ly6a,implied,Fig.2J / Results (Fibroblast subclustering),"Sca1 (ly6a)+Dlk1+/− cells, which characterize the fibroblasts in the lower dermis (hypodermal fibroblasts), were also identified as part of the KO inflammatory fibroblast subset (Figure 2J)",pending,
fibroblasts,inflammatory fibroblasts,mouse,false,Saa3,implied,Fig.2 / Results (Fibroblast subclustering),"besides their Pdpn and Il1rl1 signature gene expression, subcluster 0 expressed high levels of C3, Saa3, Il11, and Lif",pending,
fibroblasts,inflammatory,mouse,false,Saa3,implied,Discussion,"Many genes that were upregulated in the RDEB inflammatory fibroblast subset, e.g., Il11, Lif, Vegf, Saa3, Tnc, and C3, are also the signature genes of iCAFs in many cancers.",pending,
fibroblasts,proto-myofibroblasts,mouse,false,Serpine2,implied,Fig.2D / Results (Fibroblast subclustering),enhanced expression of Tagln and Serpine2 and downregulation of Mmp2 in subclusters 1 and 2,pending,
fibroblasts,inflammatory,mouse,false,Tnc,implied,Discussion,"Many genes that were upregulated in the RDEB inflammatory fibroblast subset, e.g., Il11, Lif, Vegf, Saa3, Tnc, and C3, are also the signature genes of iCAFs in many cancers.",pending,
fibroblasts,inflammatory,mouse,false,Vegf,implied,Discussion,"Many genes that were upregulated in the RDEB inflammatory fibroblast subset, e.g., Il11, Lif, Vegf, Saa3, Tnc, and C3, are also the signature genes of iCAFs in many cancers.",pending,
iCAF,,mouse,false,IL-1R1,implied,Introduction,IL-1 receptor (IL-1R1) was upregulated in iCAFs compared with myCAFs.,pending,
myCAF,,mouse,false,aSMA,implied,Introduction,myofibroblastic” CAFs (myCAFs) with high levels of a-smooth muscle actin (aSMA),pending,
