cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Endoneurial fibroblasts,,mouse,false,Osr2,explicit,Identifying Endoneurial Fibroblasts and Perineurial Cells,"they express marker genes for endoneurial fibroblasts such as Sox9, Osr2, Pdgfra, Cd34, Abca9, Cdkn2a, Cdkn2b, and Plxdc1",pending,
Endoneurial fibroblasts,,mouse,false,Pdgfra,explicit,Identifying Endoneurial Fibroblasts and Perineurial Cells,"they express marker genes for endoneurial fibroblasts such as Sox9, Osr2, Pdgfra, Cd34, Abca9, Cdkn2a, Cdkn2b, and Plxdc1",pending,
Endoneurial fibroblasts,,mouse,false,Plxdc1,explicit,Identifying Endoneurial Fibroblasts and Perineurial Cells,"they express marker genes for endoneurial fibroblasts such as Sox9, Osr2, Pdgfra, Cd34, Abca9, Cdkn2a, Cdkn2b, and Plxdc1",pending,
Endoneurial fibroblasts,,mouse,false,Sox9,explicit,Identifying Endoneurial Fibroblasts and Perineurial Cells,"they express marker genes for endoneurial fibroblasts such as Sox9, Osr2, Pdgfra, Cd34, Abca9, Cdkn2a, Cdkn2b, and Plxdc1",pending,
Epineurial endothelial cells,,mouse,false,Emcn,explicit,Identifying Epineurial and Endoneurial Endothelial Cells in Intact Mouse Sciatic Nerve,"All three new EC sub-clusters express classic EC marker genes such as Pecam1/Cd31, Tie1, and Emcn (Supplementary Figure 2)",pending,
Epineurial endothelial cells,,mouse,false,Pecam1/Cd31,explicit,Identifying Epineurial and Endoneurial Endothelial Cells in Intact Mouse Sciatic Nerve,"All three new EC sub-clusters express classic EC marker genes such as Pecam1/Cd31, Tie1, and Emcn (Supplementary Figure 2)",pending,
Epineurial endothelial cells,,mouse,false,Rgcc,explicit,Identifying Epineurial and Endoneurial Endothelial Cells in Intact Mouse Sciatic Nerve,We therefore chose Spock2 for cluster 3 and Rgcc for cluster 4 to validate their in vivo expression in ECs by immunostaining,pending,
Epineurial endothelial cells,,mouse,false,Spock2,explicit,Identifying Epineurial and Endoneurial Endothelial Cells in Intact Mouse Sciatic Nerve,We therefore chose Spock2 for cluster 3 and Rgcc for cluster 4 to validate their in vivo expression in ECs by immunostaining,pending,
Epineurial endothelial cells,,mouse,false,Tie1,explicit,Identifying Epineurial and Endoneurial Endothelial Cells in Intact Mouse Sciatic Nerve,"All three new EC sub-clusters express classic EC marker genes such as Pecam1/Cd31, Tie1, and Emcn (Supplementary Figure 2)",pending,
Fibroblast,endoneurial,mouse,false,Abca9,explicit,Results; Supplementary Figure 11,"Using these reported marker genes together with DEGs in our analysis (Supplementary Tables 1–3), we found that Sox9, Osr2, Wif1, Abca9, Cdkn2a, Cdkn2b, and Plxdc1 are all good marker genes for the identification of endoneurial fibroblasts (Supplementary Figure 11).",pending,
Fibroblast,epineurial,mouse,false,Adamts5,explicit,Results; Supplementary Figure 10,"Epineurial fibroblasts highly express Sfrp2, Adamts5, Pcolce2, Clec3b, Pi16, Ly6c1, Dpt, Dpp4, Gsn, Comp, and Sfrp4 (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,endoneurial,mouse,false,Cdkn2a,explicit,Results; Supplementary Figure 11,"Using these reported marker genes together with DEGs in our analysis (Supplementary Tables 1–3), we found that Sox9, Osr2, Wif1, Abca9, Cdkn2a, Cdkn2b, and Plxdc1 are all good marker genes for the identification of endoneurial fibroblasts (Supplementary Figure 11).",pending,
Fibroblast,endoneurial,mouse,false,Cdkn2b,explicit,Results; Supplementary Figure 11,"Using these reported marker genes together with DEGs in our analysis (Supplementary Tables 1–3), we found that Sox9, Osr2, Wif1, Abca9, Cdkn2a, Cdkn2b, and Plxdc1 are all good marker genes for the identification of endoneurial fibroblasts (Supplementary Figure 11).",pending,
Fibroblast,differentiating,mouse,false,Cilp,explicit,Results; Supplementary Figure 4,"In response to injury, fibroblasts in the distal nerve undergo differentiation and differentiating nerve fibroblasts could be identified using differentiating marker genes Dlk1, Mest, Cilp, Tnc, Plagl1, and Ptn (Carr et al., 2019; Toma et al., 2020).",pending,
Fibroblast,epineurial,mouse,false,Clec3b,explicit,Results; Supplementary Figure 10,"Epineurial fibroblasts highly express Sfrp2, Adamts5, Pcolce2, Clec3b, Pi16, Ly6c1, Dpt, Dpp4, Gsn, Comp, and Sfrp4 (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,epineurial,mouse,false,Comp,explicit,Results; Supplementary Figure 10,"Epineurial fibroblasts highly express Sfrp2, Adamts5, Pcolce2, Clec3b, Pi16, Ly6c1, Dpt, Dpp4, Gsn, Comp, and Sfrp4 (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,differentiating,mouse,false,Dlk1,explicit,Results; Supplementary Figure 4,"In response to injury, fibroblasts in the distal nerve undergo differentiation and differentiating nerve fibroblasts could be identified using differentiating marker genes Dlk1, Mest, Cilp, Tnc, Plagl1, and Ptn (Carr et al., 2019; Toma et al., 2020).",pending,
Fibroblast,epineurial,mouse,false,Dpp4,explicit,Results; Supplementary Figure 10,"Epineurial fibroblasts highly express Sfrp2, Adamts5, Pcolce2, Clec3b, Pi16, Ly6c1, Dpt, Dpp4, Gsn, Comp, and Sfrp4 (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,epineurial,mouse,false,Dpt,explicit,Results; Supplementary Figure 10,"Epineurial fibroblasts highly express Sfrp2, Adamts5, Pcolce2, Clec3b, Pi16, Ly6c1, Dpt, Dpp4, Gsn, Comp, and Sfrp4 (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,epineurial,mouse,false,Gsn,explicit,Results; Supplementary Figure 10,"Epineurial fibroblasts highly express Sfrp2, Adamts5, Pcolce2, Clec3b, Pi16, Ly6c1, Dpt, Dpp4, Gsn, Comp, and Sfrp4 (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,perineurial,mouse,false,Itga6,explicit,Results; Supplementary Figure 11,"Perineurial cells express marker genes such as Slc2a1/Glut1, Lypd2, Sfrp5, Ntn4, Msln, Ntng1, the tight junction genes Tjp1/ZO-1, the desmosome protein Perp, and integrins Itgb4 and Itga6 (Theaker and Fletcher, 1989; Kucenas, 2015; Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,perineurial,mouse,false,Itgb4,explicit,Results; Supplementary Figure 11,"Perineurial cells express marker genes such as Slc2a1/Glut1, Lypd2, Sfrp5, Ntn4, Msln, Ntng1, the tight junction genes Tjp1/ZO-1, the desmosome protein Perp, and integrins Itgb4 and Itga6 (Theaker and Fletcher, 1989; Kucenas, 2015; Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,epineurial,mouse,false,Ly6c1,explicit,Results; Supplementary Figure 10,"Epineurial fibroblasts highly express Sfrp2, Adamts5, Pcolce2, Clec3b, Pi16, Ly6c1, Dpt, Dpp4, Gsn, Comp, and Sfrp4 (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,perineurial,mouse,false,Lypd2,explicit,Results; Supplementary Figure 11,"Perineurial cells express marker genes such as Slc2a1/Glut1, Lypd2, Sfrp5, Ntn4, Msln, Ntng1, the tight junction genes Tjp1/ZO-1, the desmosome protein Perp, and integrins Itgb4 and Itga6 (Theaker and Fletcher, 1989; Kucenas, 2015; Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,differentiating,mouse,false,Mest,explicit,Results; Supplementary Figure 4,"In response to injury, fibroblasts in the distal nerve undergo differentiation and differentiating nerve fibroblasts could be identified using differentiating marker genes Dlk1, Mest, Cilp, Tnc, Plagl1, and Ptn (Carr et al., 2019; Toma et al., 2020).",pending,
Fibroblast,,mouse,false,Mfap5,explicit,Results; Supplementary Figure 10,We therefore screened DEGs and revealed that Mfap5 and Serpinf1 are better marker genes to identify fibroblast clusters in both intact and injured nerve (Supplementary Figure 10).,pending,
Fibroblast,perineurial,mouse,false,Msln,explicit,Results; Supplementary Figure 11,"Perineurial cells express marker genes such as Slc2a1/Glut1, Lypd2, Sfrp5, Ntn4, Msln, Ntng1, the tight junction genes Tjp1/ZO-1, the desmosome protein Perp, and integrins Itgb4 and Itga6 (Theaker and Fletcher, 1989; Kucenas, 2015; Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,perineurial,mouse,false,Ntn4,explicit,Results; Supplementary Figure 11,"Perineurial cells express marker genes such as Slc2a1/Glut1, Lypd2, Sfrp5, Ntn4, Msln, Ntng1, the tight junction genes Tjp1/ZO-1, the desmosome protein Perp, and integrins Itgb4 and Itga6 (Theaker and Fletcher, 1989; Kucenas, 2015; Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,perineurial,mouse,false,Ntng1,explicit,Results; Supplementary Figure 11,"Perineurial cells express marker genes such as Slc2a1/Glut1, Lypd2, Sfrp5, Ntn4, Msln, Ntng1, the tight junction genes Tjp1/ZO-1, the desmosome protein Perp, and integrins Itgb4 and Itga6 (Theaker and Fletcher, 1989; Kucenas, 2015; Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,endoneurial,mouse,false,Osr2,explicit,Results; Supplementary Figure 11,"Using these reported marker genes together with DEGs in our analysis (Supplementary Tables 1–3), we found that Sox9, Osr2, Wif1, Abca9, Cdkn2a, Cdkn2b, and Plxdc1 are all good marker genes for the identification of endoneurial fibroblasts (Supplementary Figure 11).",pending,
Fibroblast,epineurial,mouse,false,Pcolce2,explicit,Results; Supplementary Figure 10,"Epineurial fibroblasts highly express Sfrp2, Adamts5, Pcolce2, Clec3b, Pi16, Ly6c1, Dpt, Dpp4, Gsn, Comp, and Sfrp4 (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,perineurial,mouse,false,Perp,explicit,Results; Supplementary Figure 11,"Perineurial cells express marker genes such as Slc2a1/Glut1, Lypd2, Sfrp5, Ntn4, Msln, Ntng1, the tight junction genes Tjp1/ZO-1, the desmosome protein Perp, and integrins Itgb4 and Itga6 (Theaker and Fletcher, 1989; Kucenas, 2015; Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,epineurial,mouse,false,Pi16,explicit,Results; Supplementary Figure 10,"Epineurial fibroblasts highly express Sfrp2, Adamts5, Pcolce2, Clec3b, Pi16, Ly6c1, Dpt, Dpp4, Gsn, Comp, and Sfrp4 (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,differentiating,mouse,false,Plagl1,explicit,Results; Supplementary Figure 4,"In response to injury, fibroblasts in the distal nerve undergo differentiation and differentiating nerve fibroblasts could be identified using differentiating marker genes Dlk1, Mest, Cilp, Tnc, Plagl1, and Ptn (Carr et al., 2019; Toma et al., 2020).",pending,
Fibroblast,endoneurial,mouse,false,Plxdc1,explicit,Results; Supplementary Figure 11,"Using these reported marker genes together with DEGs in our analysis (Supplementary Tables 1–3), we found that Sox9, Osr2, Wif1, Abca9, Cdkn2a, Cdkn2b, and Plxdc1 are all good marker genes for the identification of endoneurial fibroblasts (Supplementary Figure 11).",pending,
Fibroblast,differentiating,mouse,false,Ptn,explicit,Results; Supplementary Figure 4,"In response to injury, fibroblasts in the distal nerve undergo differentiation and differentiating nerve fibroblasts could be identified using differentiating marker genes Dlk1, Mest, Cilp, Tnc, Plagl1, and Ptn (Carr et al., 2019; Toma et al., 2020).",pending,
Fibroblast,,mouse,false,Serpinf1,explicit,Results; Supplementary Figure 10,We therefore screened DEGs and revealed that Mfap5 and Serpinf1 are better marker genes to identify fibroblast clusters in both intact and injured nerve (Supplementary Figure 10).,pending,
Fibroblast,epineurial,mouse,false,Sfrp2,explicit,Results; Supplementary Figure 10,"Epineurial fibroblasts highly express Sfrp2, Adamts5, Pcolce2, Clec3b, Pi16, Ly6c1, Dpt, Dpp4, Gsn, Comp, and Sfrp4 (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,epineurial,mouse,false,Sfrp4,explicit,Results; Supplementary Figure 10,"Epineurial fibroblasts highly express Sfrp2, Adamts5, Pcolce2, Clec3b, Pi16, Ly6c1, Dpt, Dpp4, Gsn, Comp, and Sfrp4 (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,perineurial,mouse,false,Sfrp5,explicit,Results; Supplementary Figure 11,"Perineurial cells express marker genes such as Slc2a1/Glut1, Lypd2, Sfrp5, Ntn4, Msln, Ntng1, the tight junction genes Tjp1/ZO-1, the desmosome protein Perp, and integrins Itgb4 and Itga6 (Theaker and Fletcher, 1989; Kucenas, 2015; Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,perineurial,mouse,false,Slc2a1,explicit,Results; Supplementary Figure 11,"Perineurial cells express marker genes such as Slc2a1/Glut1, Lypd2, Sfrp5, Ntn4, Msln, Ntng1, the tight junction genes Tjp1/ZO-1, the desmosome protein Perp, and integrins Itgb4 and Itga6 (Theaker and Fletcher, 1989; Kucenas, 2015; Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,endoneurial,mouse,false,Sox9,explicit,Results; Supplementary Figure 11,"Using these reported marker genes together with DEGs in our analysis (Supplementary Tables 1–3), we found that Sox9, Osr2, Wif1, Abca9, Cdkn2a, Cdkn2b, and Plxdc1 are all good marker genes for the identification of endoneurial fibroblasts (Supplementary Figure 11).",pending,
Fibroblast,perineurial,mouse,false,Tjp1,explicit,Results; Supplementary Figure 11,"Perineurial cells express marker genes such as Slc2a1/Glut1, Lypd2, Sfrp5, Ntn4, Msln, Ntng1, the tight junction genes Tjp1/ZO-1, the desmosome protein Perp, and integrins Itgb4 and Itga6 (Theaker and Fletcher, 1989; Kucenas, 2015; Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Fibroblast,differentiating,mouse,false,Tnc,explicit,Results; Supplementary Figure 4,"In response to injury, fibroblasts in the distal nerve undergo differentiation and differentiating nerve fibroblasts could be identified using differentiating marker genes Dlk1, Mest, Cilp, Tnc, Plagl1, and Ptn (Carr et al., 2019; Toma et al., 2020).",pending,
Fibroblast,endoneurial,mouse,false,Wif1,explicit,Results; Supplementary Figure 11,"Using these reported marker genes together with DEGs in our analysis (Supplementary Tables 1–3), we found that Sox9, Osr2, Wif1, Abca9, Cdkn2a, Cdkn2b, and Plxdc1 are all good marker genes for the identification of endoneurial fibroblasts (Supplementary Figure 11).",pending,
Immune cell,,mouse,false,Cd52,explicit,Results; Supplementary Figure 5,"We use Ptprc/CD45 and Cd52 as general marker genes to identify immune cells in intact and injured nerves (Carr et al., 2019; Wolbert et al., 2020; Ydens et al., 2020).",pending,
Immune cell,,mouse,false,Ptprc,explicit,Results; Supplementary Figure 5,"We use Ptprc/CD45 and Cd52 as general marker genes to identify immune cells in intact and injured nerves (Carr et al., 2019; Wolbert et al., 2020; Ydens et al., 2020).",pending,
Lymphatic endothelial cells,,mouse,false,Flt4,explicit,Identifying Epineurial and Endoneurial Endothelial Cells in Intact Mouse Sciatic Nerve,"such as Lyve1, Mmrn1, Prox1, and Flt4 (Supplementary Figure 1)",pending,
Lymphatic endothelial cells,,mouse,false,Lyve1,explicit,Identifying Epineurial and Endoneurial Endothelial Cells in Intact Mouse Sciatic Nerve,"such as Lyve1, Mmrn1, Prox1, and Flt4 (Supplementary Figure 1)",pending,
Lymphatic endothelial cells,,mouse,false,Mmrn1,explicit,Identifying Epineurial and Endoneurial Endothelial Cells in Intact Mouse Sciatic Nerve,"such as Lyve1, Mmrn1, Prox1, and Flt4 (Supplementary Figure 1)",pending,
Lymphatic endothelial cells,,mouse,false,Prox1,explicit,Identifying Epineurial and Endoneurial Endothelial Cells in Intact Mouse Sciatic Nerve,"such as Lyve1, Mmrn1, Prox1, and Flt4 (Supplementary Figure 1)",pending,
Macrophage,,mouse,false,Aif1,explicit,Results; Supplementary Figure 12,"In the intact nerve, macrophage express genes Aif1/Iba1, Cd68, and Mrc1/Cd206 (Supplementary Figure 12) and these marker genes label two sub-cluster of macrophages (cluster 15 and 16 in Figure 4A).",pending,
Macrophage,,mouse,false,Cd68,explicit,Results; Supplementary Figure 12,"In the intact nerve, macrophage express genes Aif1/Iba1, Cd68, and Mrc1/Cd206 (Supplementary Figure 12) and these marker genes label two sub-cluster of macrophages (cluster 15 and 16 in Figure 4A).",pending,
Macrophage,,mouse,false,Mrc1,explicit,Results; Supplementary Figure 12,"In the intact nerve, macrophage express genes Aif1/Iba1, Cd68, and Mrc1/Cd206 (Supplementary Figure 12) and these marker genes label two sub-cluster of macrophages (cluster 15 and 16 in Figure 4A).",pending,
Mast cell,,mouse,false,Cma1,explicit,Results,"We used marker genes Cma1, Mcpt4, Mcpt1, and Kit to identify mast cells as suggested in recent scRNA-seq data analysis in mouse sciatic nerve samples (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Mast cell,,mouse,false,Kit,explicit,Results,"We used marker genes Cma1, Mcpt4, Mcpt1, and Kit to identify mast cells as suggested in recent scRNA-seq data analysis in mouse sciatic nerve samples (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Mast cell,,mouse,false,Mcpt1,explicit,Results,"We used marker genes Cma1, Mcpt4, Mcpt1, and Kit to identify mast cells as suggested in recent scRNA-seq data analysis in mouse sciatic nerve samples (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
Mast cell,,mouse,false,Mcpt4,explicit,Results,"We used marker genes Cma1, Mcpt4, Mcpt1, and Kit to identify mast cells as suggested in recent scRNA-seq data analysis in mouse sciatic nerve samples (Carr et al., 2019; Toma et al., 2020; Wolbert et al., 2020).",pending,
NK cells,,mouse,false,Klrk1,explicit,Supplementary Figure 15,"NK cells could be identified by marker genes Ncr1, Nkg7, and Klrk1",pending,
NK cells,,mouse,false,Ncr1,explicit,Supplementary Figure 15,"NK cells could be identified by marker genes Ncr1, Nkg7, and Klrk1",pending,
NK cells,,mouse,false,Nkg7,explicit,Supplementary Figure 15,"NK cells could be identified by marker genes Ncr1, Nkg7, and Klrk1",pending,
Neutrophils,,mouse,false,Clec4e,explicit,Identifying the Cluster of Neutrophils in Injured Nerves,"top 10 suggested marker genes for cluster 9 are Cxcr2, Trem1, S100a9, Il1b, S100a8, Trem3, Clec4e, Nlrp3, Il1r2, and Csf3r",pending,
Neutrophils,,mouse,false,Csf3r,explicit,Identifying the Cluster of Neutrophils in Injured Nerves,the Csf3r immunostaining confirms that Csf3r is a reliable marker gene to identify neutrophils,pending,
Neutrophils,,mouse,false,Cxcl2,explicit,Identifying the Cluster of Neutrophils in Injured Nerves,"S100a8, S100a9, Cxcr2, and Cxcl2 are effective marker genes to identify neutrophils",pending,
Neutrophils,,mouse,false,Cxcr2,explicit,Identifying the Cluster of Neutrophils in Injured Nerves,"S100a8, S100a9, Cxcr2, and Cxcl2 are effective marker genes to identify neutrophils",pending,
Neutrophils,,mouse,false,Il1b,explicit,Identifying the Cluster of Neutrophils in Injured Nerves,"top 10 suggested marker genes for cluster 9 are Cxcr2, Trem1, S100a9, Il1b, S100a8, Trem3, Clec4e, Nlrp3, Il1r2, and Csf3r",pending,
Neutrophils,,mouse,false,Il1r2,explicit,Identifying the Cluster of Neutrophils in Injured Nerves,"top 10 suggested marker genes for cluster 9 are Cxcr2, Trem1, S100a9, Il1b, S100a8, Trem3, Clec4e, Nlrp3, Il1r2, and Csf3r",pending,
Neutrophils,,mouse,false,Nlrp3,explicit,Identifying the Cluster of Neutrophils in Injured Nerves,"top 10 suggested marker genes for cluster 9 are Cxcr2, Trem1, S100a9, Il1b, S100a8, Trem3, Clec4e, Nlrp3, Il1r2, and Csf3r",pending,
Neutrophils,,mouse,false,S100a8,explicit,Identifying the Cluster of Neutrophils in Injured Nerves,"S100a8, S100a9, Cxcr2, and Cxcl2 are effective marker genes to identify neutrophils",pending,
Neutrophils,,mouse,false,S100a9,explicit,Identifying the Cluster of Neutrophils in Injured Nerves,"S100a8, S100a9, Cxcr2, and Cxcl2 are effective marker genes to identify neutrophils",pending,
Neutrophils,,mouse,false,Trem1,explicit,Identifying the Cluster of Neutrophils in Injured Nerves,"top 10 suggested marker genes for cluster 9 are Cxcr2, Trem1, S100a9, Il1b, S100a8, Trem3, Clec4e, Nlrp3, Il1r2, and Csf3r",pending,
Neutrophils,,mouse,false,Trem3,explicit,Identifying the Cluster of Neutrophils in Injured Nerves,"top 10 suggested marker genes for cluster 9 are Cxcr2, Trem1, S100a9, Il1b, S100a8, Trem3, Clec4e, Nlrp3, Il1r2, and Csf3r",pending,
Perineurial cells,,mouse,false,Cldn1,explicit,Identifying Endoneurial Fibroblasts and Perineurial Cells,"Cluster 25 express high levels of Cldn1, Lypd2, Ntng1, Slc2a1, and Itgb4",pending,
Perineurial cells,,mouse,false,Itgb4,explicit,Identifying Endoneurial Fibroblasts and Perineurial Cells,"Cluster 25 express high levels of Cldn1, Lypd2, Ntng1, Slc2a1, and Itgb4",pending,
Perineurial cells,,mouse,false,Lypd2,explicit,Identifying Endoneurial Fibroblasts and Perineurial Cells,"Cluster 25 express high levels of Cldn1, Lypd2, Ntng1, Slc2a1, and Itgb4",pending,
Perineurial cells,,mouse,false,Ntng1,explicit,Identifying Endoneurial Fibroblasts and Perineurial Cells,"Cluster 25 express high levels of Cldn1, Lypd2, Ntng1, Slc2a1, and Itgb4",pending,
Perineurial cells,,mouse,false,Slc2a1,explicit,Identifying Endoneurial Fibroblasts and Perineurial Cells,"Cluster 25 express high levels of Cldn1, Lypd2, Ntng1, Slc2a1, and Itgb4",pending,
Schwann cell,non-myelinating,mouse,true,Cdh2,explicit,Results; Supplementary Figure 8,"Testing marker genes used for identifying nmSCs in the intact nerve, we found that Cdh2 and L1cam are good marker genes (Supplementary Figure 8).",pending,
Schwann cell,myelinating,mouse,true,Egr2,explicit,Results; Supplementary Figure 8,"For identifying mSCs in intact nerves, Mbp, Mpz, Mag and Egr2 are all good marker genes (Supplementary Figure 8).",pending,
Schwann cell,non-myelinating,mouse,true,L1cam,explicit,Results; Supplementary Figure 8,"Testing marker genes used for identifying nmSCs in the intact nerve, we found that Cdh2 and L1cam are good marker genes (Supplementary Figure 8).",pending,
Schwann cell,myelinating,mouse,true,Mag,explicit,Results; Supplementary Figure 8,"For identifying mSCs in intact nerves, Mbp, Mpz, Mag and Egr2 are all good marker genes (Supplementary Figure 8).",pending,
Schwann cell,myelinating,mouse,true,Mbp,explicit,Results; Supplementary Figure 8,"For identifying mSCs in intact nerves, Mbp, Mpz, Mag and Egr2 are all good marker genes (Supplementary Figure 8).",pending,
Schwann cell,myelinating,mouse,true,Mpz,explicit,Results; Supplementary Figure 8,"For identifying mSCs in intact nerves, Mbp, Mpz, Mag and Egr2 are all good marker genes (Supplementary Figure 8).",pending,
Schwann cell,,mouse,true,Plp1,explicit,Results; Supplementary Figure 8,"Through our analysis, we show that Sox10 and Plp1 are more suitable marker genes in scRNA-seq data analysis to identify Schwann cell clusters in both intact and injured nerves (Supplementary Figure 8).",pending,
Schwann cell,,mouse,true,Sox10,explicit,Results; Supplementary Figure 8,"Through our analysis, we show that Sox10 and Plp1 are more suitable marker genes in scRNA-seq data analysis to identify Schwann cell clusters in both intact and injured nerves (Supplementary Figure 8).",pending,
Schwann cells,non-myelinating Schwann cells,mouse,true,Cdh2,explicit,Marker Genes for the Identification of Cell Clusters,Cdh2 and L1cam for non-myelinating Schwann cells.,pending,
Schwann cells,myelinating Schwann cells,mouse,true,Egr2,explicit,Marker Genes for the Identification of Cell Clusters,"Mbp, Mpz, Mag, and Egr2 for myelinating Schwann cells.",pending,
Schwann cells,non-myelinating Schwann cells,mouse,true,L1cam,explicit,Marker Genes for the Identification of Cell Clusters,Cdh2 and L1cam for non-myelinating Schwann cells.,pending,
Schwann cells,myelinating Schwann cells,mouse,true,Mag,explicit,Marker Genes for the Identification of Cell Clusters,"Mbp, Mpz, Mag, and Egr2 for myelinating Schwann cells.",pending,
