cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Enterocyte,,human,false,RBP2,explicit,Results: Epithelial cell lineages,"grouped into the enterocyte (high expression of RBP2, ANPEP and FABP2) and colonocyte (high expression of CA2, SLC26A2 and FABP1) categories, respectively.",pending,
Enteroendocrine cells,,human,false,GCG,explicit,Results: Epithelial cell lineages,"enteroendocrine cells by expression of NTS, PYY, GCG, ISL1;",pending,
Enteroendocrine cells,,human,false,ISL1,explicit,Results: Epithelial cell lineages,"enteroendocrine cells by expression of NTS, PYY, GCG, ISL1;",pending,
Enteroendocrine cells,,human,false,NTS,explicit,Results: Epithelial cell lineages,"enteroendocrine cells by expression of NTS, PYY, GCG, ISL1;",pending,
Enteroendocrine cells,,human,false,PYY,explicit,Results: Epithelial cell lineages,"enteroendocrine cells by expression of NTS, PYY, GCG, ISL1;",pending,
Epithelial cells,,human,false,CDH1,explicit,Annotation of cell clusters,"Epithelial cells were defined by high expression of EPCAM, CDH1 and KRT19",pending,
Epithelial cells,,human,false,EPCAM,explicit,Annotation of cell clusters,"Epithelial cells were defined by high expression of EPCAM, CDH1 and KRT19",pending,
Epithelial cells,,human,false,KRT19,explicit,Annotation of cell clusters,"Epithelial cells were defined by high expression of EPCAM, CDH1 and KRT19",pending,
Epithelial progenitor OLFM4hi,,human,false,OLFM4,explicit,Results: Epithelial cell lineages,"with high expression of OLFM4, thus referred to as 'epithelial progenitor OLFM4hi'.",pending,
Fibroblast,,human,false,ADAMDEC1,explicit,Results: Mesenchymal cell lineages,"Fibroblast clusters were identified by their expression of ADAMDEC1, PDGFRA, BMP4, LUM, COL1A2, COL3A1 and COL1A1, subsets of which were then delineated by their expression of PI16, C3, CPM, NPY, GRIN2A and ADAMDEC1 (lamina propria fibroblast), and tissue specificity.",pending,
Fibroblast,Lamina propria fibroblast,human,false,ADAMDEC1,explicit,Results: Mesenchymal cell lineages,"subsets of which were then delineated by their expression of PI16, C3, CPM, NPY, GRIN2A and ADAMDEC1 (lamina propria fibroblast)",pending,
Fibroblast,,human,false,BMP4,explicit,Results: Mesenchymal cell lineages,"Fibroblast clusters were identified by their expression of ADAMDEC1, PDGFRA, BMP4, LUM, COL1A2, COL3A1 and COL1A1, subsets of which were then delineated by their expression of PI16, C3, CPM, NPY, GRIN2A and ADAMDEC1 (lamina propria fibroblast), and tissue specificity.",pending,
Fibroblast,Lamina propria fibroblast,human,false,C3,explicit,Results: Mesenchymal cell lineages,"subsets of which were then delineated by their expression of PI16, C3, CPM, NPY, GRIN2A and ADAMDEC1 (lamina propria fibroblast)",pending,
Fibroblast,,human,false,COL1A1,explicit,Results: Mesenchymal cell lineages,"Fibroblast clusters were identified by their expression of ADAMDEC1, PDGFRA, BMP4, LUM, COL1A2, COL3A1 and COL1A1, subsets of which were then delineated by their expression of PI16, C3, CPM, NPY, GRIN2A and ADAMDEC1 (lamina propria fibroblast), and tissue specificity.",pending,
Fibroblast,,human,false,COL1A2,explicit,Results: Mesenchymal cell lineages,"Fibroblast clusters were identified by their expression of ADAMDEC1, PDGFRA, BMP4, LUM, COL1A2, COL3A1 and COL1A1, subsets of which were then delineated by their expression of PI16, C3, CPM, NPY, GRIN2A and ADAMDEC1 (lamina propria fibroblast), and tissue specificity.",pending,
Fibroblast,,human,false,COL3A1,explicit,Results: Mesenchymal cell lineages,"Fibroblast clusters were identified by their expression of ADAMDEC1, PDGFRA, BMP4, LUM, COL1A2, COL3A1 and COL1A1, subsets of which were then delineated by their expression of PI16, C3, CPM, NPY, GRIN2A and ADAMDEC1 (lamina propria fibroblast), and tissue specificity.",pending,
Fibroblast,Lamina propria fibroblast,human,false,CPM,explicit,Results: Mesenchymal cell lineages,"subsets of which were then delineated by their expression of PI16, C3, CPM, NPY, GRIN2A and ADAMDEC1 (lamina propria fibroblast)",pending,
Fibroblast,Lamina propria fibroblast,human,false,GRIN2A,explicit,Results: Mesenchymal cell lineages,"subsets of which were then delineated by their expression of PI16, C3, CPM, NPY, GRIN2A and ADAMDEC1 (lamina propria fibroblast)",pending,
Fibroblast,,human,false,LUM,explicit,Results: Mesenchymal cell lineages,"Fibroblast clusters were identified by their expression of ADAMDEC1, PDGFRA, BMP4, LUM, COL1A2, COL3A1 and COL1A1, subsets of which were then delineated by their expression of PI16, C3, CPM, NPY, GRIN2A and ADAMDEC1 (lamina propria fibroblast), and tissue specificity.",pending,
Fibroblast,Lamina propria fibroblast,human,false,NPY,explicit,Results: Mesenchymal cell lineages,"subsets of which were then delineated by their expression of PI16, C3, CPM, NPY, GRIN2A and ADAMDEC1 (lamina propria fibroblast)",pending,
Fibroblast,,human,false,PDGFRA,explicit,Results: Mesenchymal cell lineages,"Fibroblast clusters were identified by their expression of ADAMDEC1, PDGFRA, BMP4, LUM, COL1A2, COL3A1 and COL1A1, subsets of which were then delineated by their expression of PI16, C3, CPM, NPY, GRIN2A and ADAMDEC1 (lamina propria fibroblast), and tissue specificity.",pending,
Fibroblast,Lamina propria fibroblast,human,false,PI16,explicit,Results: Mesenchymal cell lineages,"subsets of which were then delineated by their expression of PI16, C3, CPM, NPY, GRIN2A and ADAMDEC1 (lamina propria fibroblast)",pending,
Germinal centre/plasmablast B cells,,human,false,CD19,explicit,Results: B cell lineages,germinal centre/plasmablast B cells by expression of CD19 and TCL1A,pending,
Germinal centre/plasmablast B cells,,human,false,TCL1A,explicit,Results: B cell lineages,germinal centre/plasmablast B cells by expression of CD19 and TCL1A,pending,
Glial cells,,human,true,NRXN1,explicit,Results: Mesenchymal cell lineages,Glial cells were identified by expression of NRXN1;,pending,
Goblet cells,,human,false,CLCA1,explicit,Results: Epithelial cell lineages,"goblet cells were identified by expression of MUC2, CLCA1 and FCGBP;",pending,
Goblet cells,,human,false,FCGBP,explicit,Results: Epithelial cell lineages,"goblet cells were identified by expression of MUC2, CLCA1 and FCGBP;",pending,
Goblet cells,,human,false,MUC2,explicit,Results: Epithelial cell lineages,"goblet cells were identified by expression of MUC2, CLCA1 and FCGBP;",pending,
ILCs,,human,false,ALDOC,explicit,Results: T cell and ILC lineages,"ILCs were identified by expression of IL1R1, ALDOC, LST1 and RORC.",pending,
ILCs,,human,false,IL1R1,explicit,Results: T cell and ILC lineages,"ILCs were identified by expression of IL1R1, ALDOC, LST1 and RORC.",pending,
ILCs,,human,false,LST1,explicit,Results: T cell and ILC lineages,"ILCs were identified by expression of IL1R1, ALDOC, LST1 and RORC.",pending,
ILCs,,human,false,RORC,explicit,Results: T cell and ILC lineages,"ILCs were identified by expression of IL1R1, ALDOC, LST1 and RORC.",pending,
Macrophages,,human,false,C1QA,explicit,Results: Myeloid cell lineages,"Macrophage subpopulations could thereafter be distinguished by relative expression of C1QA/B/C, CD163, MRC1, SELENOP and HLA-DRA.",pending,
Macrophages,,human,false,C1QB,explicit,Results: Myeloid cell lineages,"Macrophage subpopulations could thereafter be distinguished by relative expression of C1QA/B/C, CD163, MRC1, SELENOP and HLA-DRA.",pending,
Macrophages,,human,false,C1QC,explicit,Results: Myeloid cell lineages,"Macrophage subpopulations could thereafter be distinguished by relative expression of C1QA/B/C, CD163, MRC1, SELENOP and HLA-DRA.",pending,
Macrophages,,human,false,CD163,explicit,Results: Myeloid cell lineages,"Macrophage subpopulations could thereafter be distinguished by relative expression of C1QA/B/C, CD163, MRC1, SELENOP and HLA-DRA.",pending,
Macrophages,,human,false,CSF1R,explicit,Results: Myeloid cell lineages,"Macrophages were predominantly identified in the terminal ileum and rectum and were identified by high expression of ITGA4, CSF1R and MAF.",pending,
Macrophages,,human,false,HLA-DRA,explicit,Results: Myeloid cell lineages,"Macrophage subpopulations could thereafter be distinguished by relative expression of C1QA/B/C, CD163, MRC1, SELENOP and HLA-DRA.",pending,
Macrophages,,human,false,ITGA4,explicit,Results: Myeloid cell lineages,"Macrophages were predominantly identified in the terminal ileum and rectum and were identified by high expression of ITGA4, CSF1R and MAF.",pending,
Macrophages,,human,false,MAF,explicit,Results: Myeloid cell lineages,"Macrophages were predominantly identified in the terminal ileum and rectum and were identified by high expression of ITGA4, CSF1R and MAF.",pending,
Macrophages,,human,false,MRC1,explicit,Results: Myeloid cell lineages,"Macrophage subpopulations could thereafter be distinguished by relative expression of C1QA/B/C, CD163, MRC1, SELENOP and HLA-DRA.",pending,
Macrophages,,human,false,SELENOP,explicit,Results: Myeloid cell lineages,"Macrophage subpopulations could thereafter be distinguished by relative expression of C1QA/B/C, CD163, MRC1, SELENOP and HLA-DRA.",pending,
Mast cells,,human,false,CPA3,explicit,Annotation of cell clusters,"mast cells by expression of TPSAB1, TPSB2 and CPA3",pending,
Mast cells,,human,false,TPSAB1,explicit,Annotation of cell clusters,"mast cells by expression of TPSAB1, TPSB2 and CPA3",pending,
Mast cells,,human,false,TPSB2,explicit,Annotation of cell clusters,"mast cells by expression of TPSAB1, TPSB2 and CPA3",pending,
Memory B cells,,human,false,BANK1,explicit,Results: B cell lineages,memory B cells by expression of BANK1 and FCRL2.,pending,
Memory B cells,,human,false,CD27,explicit,Results: B cell lineages,"The several clusters of memory B cells were also distinguished by the relative expression of marker genes; CD27, HIVEP3, PTPRJ, PDE4D and TEX9.",pending,
Memory B cells,,human,false,FCRL2,explicit,Results: B cell lineages,memory B cells by expression of BANK1 and FCRL2.,pending,
Memory B cells,,human,false,HIVEP3,explicit,Results: B cell lineages,"The several clusters of memory B cells were also distinguished by the relative expression of marker genes; CD27, HIVEP3, PTPRJ, PDE4D and TEX9.",pending,
Memory B cells,,human,false,PDE4D,explicit,Results: B cell lineages,"The several clusters of memory B cells were also distinguished by the relative expression of marker genes; CD27, HIVEP3, PTPRJ, PDE4D and TEX9.",pending,
Memory B cells,,human,false,PTPRJ,explicit,Results: B cell lineages,"The several clusters of memory B cells were also distinguished by the relative expression of marker genes; CD27, HIVEP3, PTPRJ, PDE4D and TEX9.",pending,
Memory B cells,,human,false,TEX9,explicit,Results: B cell lineages,"The several clusters of memory B cells were also distinguished by the relative expression of marker genes; CD27, HIVEP3, PTPRJ, PDE4D and TEX9.",pending,
Mesenchymal cells,,human,false,COL1A1,explicit,Annotation of cell clusters,"mesenchymal by expression of COL1A1, COL1A2, COL6A2 and VWF",pending,
Mesenchymal cells,,human,false,COL1A2,explicit,Annotation of cell clusters,"mesenchymal by expression of COL1A1, COL1A2, COL6A2 and VWF",pending,
Mesenchymal cells,,human,false,COL6A2,explicit,Annotation of cell clusters,"mesenchymal by expression of COL1A1, COL1A2, COL6A2 and VWF",pending,
Mesenchymal cells,,human,false,VWF,explicit,Annotation of cell clusters,"mesenchymal by expression of COL1A1, COL1A2, COL6A2 and VWF",pending,
Monocytes,Blood monocytes,human,false,CD14,explicit,Results: Myeloid cell lineages,Blood monocytes were distinguished by expression of CD14 and FCGR3A,pending,
Monocytes,Tissue monocytes,human,false,CXCL10,explicit,Results: Myeloid cell lineages,"tissue monocytes by expression of SOD2, CXCL9 and CXCL10.",pending,
Monocytes,Tissue monocytes,human,false,CXCL9,explicit,Results: Myeloid cell lineages,"tissue monocytes by expression of SOD2, CXCL9 and CXCL10.",pending,
Monocytes,Blood monocytes,human,false,FCGR3A,explicit,Results: Myeloid cell lineages,Blood monocytes were distinguished by expression of CD14 and FCGR3A,pending,
Monocytes,,human,false,S100A8,explicit,Results: Myeloid cell lineages,Monocytes were defined by high expression of S100A8 and S100A9,pending,
Monocytes,,human,false,S100A9,explicit,Results: Myeloid cell lineages,Monocytes were defined by high expression of S100A8 and S100A9,pending,
Monocytes,Tissue monocytes,human,false,SOD2,explicit,Results: Myeloid cell lineages,"tissue monocytes by expression of SOD2, CXCL9 and CXCL10.",pending,
Myeloid cells,,human,false,CD14,explicit,Annotation of cell clusters,"myeloid cells by expression of ITGAM, CD14, CSF1R and TYROBP",pending,
Myeloid cells,,human,false,CSF1R,explicit,Annotation of cell clusters,"myeloid cells by expression of ITGAM, CD14, CSF1R and TYROBP",pending,
Myeloid cells,,human,false,ITGAM,explicit,Annotation of cell clusters,"myeloid cells by expression of ITGAM, CD14, CSF1R and TYROBP",pending,
Myeloid cells,,human,false,TYROBP,explicit,Annotation of cell clusters,"myeloid cells by expression of ITGAM, CD14, CSF1R and TYROBP",pending,
Myofibroblasts,,human,false,ACTA2,explicit,Results: Mesenchymal cell lineages,"Myofibroblasts were identified by expression of ACTA2 and MYH11, which were then delineated by relative expression of GREM2 and ADGRL3.",pending,
Myofibroblasts,,human,false,MYH11,explicit,Results: Mesenchymal cell lineages,"Myofibroblasts were identified by expression of ACTA2 and MYH11, which were then delineated by relative expression of GREM2 and ADGRL3.",pending,
NK1 cells,,human,false,CX3CR1,explicit,Results: T cell and ILC lineages,"NK1 cells were identified by expression of CX3CR1 and FCGR3A,",pending,
NK1 cells,,human,false,FCGR3A,explicit,Results: T cell and ILC lineages,"NK1 cells were identified by expression of CX3CR1 and FCGR3A,",pending,
NK2 cells,,human,false,CD44,explicit,Results: T cell and ILC lineages,"NK2 cells by XCL1, XCL2 and CD44.",pending,
NK2 cells,,human,false,XCL1,explicit,Results: T cell and ILC lineages,"NK2 cells by XCL1, XCL2 and CD44.",pending,
NK2 cells,,human,false,XCL2,explicit,Results: T cell and ILC lineages,"NK2 cells by XCL1, XCL2 and CD44.",pending,
Naive B cells,,human,false,FCER2,explicit,Results: B cell lineages,naive B cells by expression of IGHD and FCER2;,pending,
Naive B cells,,human,false,IGHD,explicit,Results: B cell lineages,naive B cells by expression of IGHD and FCER2;,pending,
Paneth cells,,human,false,DEFA5,explicit,Results: Epithelial cell lineages,Paneth cells by expression of DEFA5 and DEFA6;,pending,
Paneth cells,,human,false,DEFA6,explicit,Results: Epithelial cell lineages,Paneth cells by expression of DEFA5 and DEFA6;,pending,
Pericytes,,human,false,NDUFA4L2,explicit,Results: Mesenchymal cell lineages,"pericytes by expression of PDGFRB, RGS5 and NDUFA4L2;",pending,
Pericytes,,human,false,PDGFRB,explicit,Results: Mesenchymal cell lineages,"pericytes by expression of PDGFRB, RGS5 and NDUFA4L2;",pending,
Pericytes,,human,false,RGS5,explicit,Results: Mesenchymal cell lineages,"pericytes by expression of PDGFRB, RGS5 and NDUFA4L2;",pending,
Plasma B cells,,human,false,JCHAIN,explicit,Annotation of cell clusters,plasma B cells by expression of MZB1 and JCHAIN,pending,
Plasma B cells,,human,false,MZB1,explicit,Annotation of cell clusters,plasma B cells by expression of MZB1 and JCHAIN,pending,
Platelets,,human,false,GATA2,explicit,Annotation of cell clusters,"platelets by expression of RUNX1, GATA2, HDC and SLC24A3 (but low expressors of mast cell genes)",pending,
Platelets,,human,false,HDC,explicit,Annotation of cell clusters,"platelets by expression of RUNX1, GATA2, HDC and SLC24A3 (but low expressors of mast cell genes)",pending,
Platelets,,human,false,RUNX1,explicit,Annotation of cell clusters,"platelets by expression of RUNX1, GATA2, HDC and SLC24A3 (but low expressors of mast cell genes)",pending,
Platelets,,human,false,SLC24A3,explicit,Annotation of cell clusters,"platelets by expression of RUNX1, GATA2, HDC and SLC24A3 (but low expressors of mast cell genes)",pending,
Smooth muscle cells,,human,false,ACTA2,explicit,Results: Mesenchymal cell lineages,smooth muscle cells by expression of ACTA2;,pending,
Stem cell major population,,human,false,ASCL2,explicit,Results: Epithelial cell lineages,"The stem cell major population was defined by expression of LGR5, OLFM4, ASCL2, SMOC2 and RGMB.",pending,
Stem cell major population,,human,false,LGR5,explicit,Results: Epithelial cell lineages,"The stem cell major population was defined by expression of LGR5, OLFM4, ASCL2, SMOC2 and RGMB.",pending,
Stem cell major population,,human,false,OLFM4,explicit,Results: Epithelial cell lineages,"The stem cell major population was defined by expression of LGR5, OLFM4, ASCL2, SMOC2 and RGMB.",pending,
Stem cell major population,,human,false,RGMB,explicit,Results: Epithelial cell lineages,"The stem cell major population was defined by expression of LGR5, OLFM4, ASCL2, SMOC2 and RGMB.",pending,
Stem cell major population,,human,false,SMOC2,explicit,Results: Epithelial cell lineages,"The stem cell major population was defined by expression of LGR5, OLFM4, ASCL2, SMOC2 and RGMB.",pending,
T and T/ILC cells,,human,false,CCR7,explicit,Annotation of cell clusters,"T and T/ILC cells by expression of CD3D, CD3E, CD3G, CCR7, IL7R, TRAC and NCAM1",pending,
T and T/ILC cells,,human,false,CD3D,explicit,Annotation of cell clusters,"T and T/ILC cells by expression of CD3D, CD3E, CD3G, CCR7, IL7R, TRAC and NCAM1",pending,
T and T/ILC cells,,human,false,CD3E,explicit,Annotation of cell clusters,"T and T/ILC cells by expression of CD3D, CD3E, CD3G, CCR7, IL7R, TRAC and NCAM1",pending,
T and T/ILC cells,,human,false,CD3G,explicit,Annotation of cell clusters,"T and T/ILC cells by expression of CD3D, CD3E, CD3G, CCR7, IL7R, TRAC and NCAM1",pending,
T and T/ILC cells,,human,false,IL7R,explicit,Annotation of cell clusters,"T and T/ILC cells by expression of CD3D, CD3E, CD3G, CCR7, IL7R, TRAC and NCAM1",pending,
T and T/ILC cells,,human,false,NCAM1,explicit,Annotation of cell clusters,"T and T/ILC cells by expression of CD3D, CD3E, CD3G, CCR7, IL7R, TRAC and NCAM1",pending,
T and T/ILC cells,,human,false,TRAC,explicit,Annotation of cell clusters,"T and T/ILC cells by expression of CD3D, CD3E, CD3G, CCR7, IL7R, TRAC and NCAM1",pending,
T cells,,human,false,CD3D,explicit,Results: T cell and ILC lineages,"T cells were defined by expression of CD3D, CD3E, CD3G, TRAC, TRBC1 and CD96",pending,
T cells,,human,false,CD3E,explicit,Results: T cell and ILC lineages,"T cells were defined by expression of CD3D, CD3E, CD3G, TRAC, TRBC1 and CD96",pending,
T cells,,human,false,CD3G,explicit,Results: T cell and ILC lineages,"T cells were defined by expression of CD3D, CD3E, CD3G, TRAC, TRBC1 and CD96",pending,
T cells,,human,false,CD96,explicit,Results: T cell and ILC lineages,"T cells were defined by expression of CD3D, CD3E, CD3G, TRAC, TRBC1 and CD96",pending,
T cells,Naive,human,false,SELL,explicit,Results: T cell and ILC lineages,Naive subsets were identified by high expression of SELL;,pending,
T cells,,human,false,TRAC,explicit,Results: T cell and ILC lineages,"T cells were defined by expression of CD3D, CD3E, CD3G, TRAC, TRBC1 and CD96",pending,
T cells,,human,false,TRBC1,explicit,Results: T cell and ILC lineages,"T cells were defined by expression of CD3D, CD3E, CD3G, TRAC, TRBC1 and CD96",pending,
Tissue resident memory T cells,,human,false,TRGC2,explicit,Results: T cell and ILC lineages,tissue resident memory with high expression of TRGC2.,pending,
Treg cells,,human,false,CTLA4,explicit,Results: T cell and ILC lineages,Treg cells by expression of FOXP3 and CTLA4;,pending,
Treg cells,,human,false,FOXP3,explicit,Results: T cell and ILC lineages,Treg cells by expression of FOXP3 and CTLA4;,pending,
Tuft cells,,human,false,LRMP,explicit,Results: Epithelial cell lineages,"tuft cells by expression of POU2F3, SH2D6, LRMP and TRPM5;",pending,
Tuft cells,,human,false,POU2F3,explicit,Results: Epithelial cell lineages,"tuft cells by expression of POU2F3, SH2D6, LRMP and TRPM5;",pending,
Tuft cells,,human,false,SH2D6,explicit,Results: Epithelial cell lineages,"tuft cells by expression of POU2F3, SH2D6, LRMP and TRPM5;",pending,
Tuft cells,,human,false,TRPM5,explicit,Results: Epithelial cell lineages,"tuft cells by expression of POU2F3, SH2D6, LRMP and TRPM5;",pending,
cDC1,,human,false,CLEC9A,explicit,Results: Myeloid cell lineages,"cDC1s were identifiable from expression of CLEC9A and XCR1,",pending,
cDC1,,human,false,XCR1,explicit,Results: Myeloid cell lineages,"cDC1s were identifiable from expression of CLEC9A and XCR1,",pending,
cDC2,,human,false,CLEC10A,explicit,Results: Myeloid cell lineages,"cDC2s were identified by expression of CLEC10A,",pending,
pDC,,human,false,IL3RA,explicit,Results: Myeloid cell lineages,pDCs identified by IL3RA.,pending,
γδ T cells,,human,false,TRDC,explicit,Results: T cell and ILC lineages,γδ (GD) by expression of TRGC2 and TRDC,pending,
γδ T cells,,human,false,TRGC2,explicit,Results: T cell and ILC lineages,γδ (GD) by expression of TRGC2 and TRDC,pending,
Plasma B cells,,human,false,CD38,implied,Results: B cell lineages,"however these clusters show a gradient of CD38 expression, which is therefore outlined in the label",pending,
